game_id,home_team_id,away_team_id,home_score,away_score,location,game_date,game_time
6475916,STJOLI,MANHTV,2,1,,2025-10-04,13:00:00
6475918,STJOLI,MT STV,3,0,,2025-10-07,16:00:00
6475920,CONCMH,BETHEL,1,4,,2025-09-27,14:30:00
6475923,BETHEL,STSCHO,0,1,"{'__typename': 'Location', 'venue': 'ONA ORTH ATHLETIC COMPLEX', 'city': 'Arden Hills', 'stateUsps': 'MN'}",2025-10-01,15:00:00
6475927,BETHEL,GUSTAD,0,2,"{'__typename': 'Location', 'venue': 'ONA ORTH ATHLETIC COMPLEX', 'city': 'Arden Hills', 'stateUsps': 'MN'}",2025-10-04,14:30:00
6475929,STJOLI,MSM NY,1,1,,2025-10-25,10:00:00
6475932,UW LAC,BETHEL,8,0,,2025-10-08,17:00:00
6475934,STCATH,BETHEL,3,0,,2025-10-22,14:30:00
6475936,BETHEL,CARLET,2,1,"{'__typename': 'Location', 'venue': 'ONA ORTH ATHLETIC COMPLEX', 'city': 'Arden Hills', 'stateUsps': 'MN'}",2025-10-25,14:30:00
6475938,MACALE,BETHEL,4,0,,2025-11-01,12:00:00
6475943,RIVIER,REG MA,3,2,"{'__typename': 'Location', 'venue': 'Joanne Merrill Field', 'city': 'Nashua', 'stateUsps': 'NH'}",2025-09-06,09:00:00
6475945,LASELL,REG MA,1,0,,2025-09-13,10:00:00
6475947,REG MA,NE COL,6,0,,2025-09-20,13:00:00
6475949,ANNAMA,REG MA,0,3,,2025-09-24,16:00:00
6475952,REG MA,ALBMAG,0,1,,2025-09-27,08:30:00
6475954,REG MA,EMM MA,0,1,,2025-09-30,17:00:00
6475956,REG MA,MITCH,10,0,,2025-10-08,17:00:00
6475958,SIMM,REG MA,0,2,,2025-10-11,11:00:00
6475960,CBYSAW,REG MA,0,1,,2025-10-17,22:00:00
6475963,REG MA,STJOME,4,0,,2025-10-28,17:00:00
6475969,WIDEN,ND MD,3,0,"{'__typename': 'Location', 'venue': 'Leslie C. Quick Jr. Stadium', 'city': 'Chester', 'stateUsps': 'PA'}",2025-10-14,17:00:00
6475972,WIDEN,HOOD,1,0,"{'__typename': 'Location', 'venue': 'Leslie C. Quick Jr. Stadium', 'city': 'Chester', 'stateUsps': 'PA'}",2025-10-11,17:30:00
6475974,WIDEN,YORKPA,0,2,"{'__typename': 'Location', 'venue': 'Leslie C. Quick Jr. Stadium', 'city': 'Chester', 'stateUsps': 'PA'}",2025-10-25,11:00:00
6475978,HAVFRD,WIDEN,0,0,,2025-09-30,15:00:00
6475981,ALMA,TRINE,0,2,,2025-10-22,13:00:00
6475983,ALBION,ALMA,4,3,,2025-10-28,17:00:00
6475985,SALISB,WASHMD,1,1,,2025-09-03,14:00:00
6475987,SALISB,ROWAN,0,1,,2025-09-06,11:00:00
6475989,BRIDVA,SALISB,1,0,,2025-09-13,11:00:00
6475992,SALISB,YORKPA,1,1,,2025-09-24,14:00:00
6475994,CARMEL,SALISB,3,0,"{'__typename': 'Location', 'venue': 'Soccer Field', 'city': 'Pittsburgh', 'stateUsps': 'PA'}",2025-09-27,11:30:00
6475996,MCDAN,SALISB,0,0,,2025-10-01,14:00:00
6475998,HOOD,SALISB,0,3,,2025-10-15,16:00:00
6476000,HAVFRD,SALISB,3,2,,2025-10-21,14:00:00
6476005,LYON,,1,4,,2025-09-10,16:00:00
6476007,OZARKS,LYON,5,2,,2025-09-17,17:00:00
6476009,CENBAP,LYON,0,2,,2025-09-23,16:00:00
6476011,LYON,,0,3,,2025-10-05,11:00:00
6476013,BLACKB,LYON,1,1,,2025-10-11,14:30:00
6476016,LYON,WEBSTE,1,2,,2025-10-18,08:00:00
6476018,PRINCI,LYON,0,0,,2025-10-25,11:00:00
6476022,SPRING,BABSON,0,1,,2025-09-20,11:00:00
6476024,GWYMER,LANBIB,1,2,,2025-09-08,14:00:00
